lot_id,step_name,tool_id,parameter_name,value,spec_min,spec_max,timestamp
LOT-2203,litho,LITHO-02,exposure_energy,24.5312,23.7,25.3,2026-03-03T06:17:00
LOT-2203,litho,LITHO-02,focus_offset,3.1927,-7.5,7.5,2026-03-03T06:17:00
LOT-2203,litho,LITHO-02,numerical_aperture,1.3509,1.339,1.361,2026-03-03T06:17:00
LOT-2203,etch,ETCH-07,chamber_pressure,16.0836,13.8,16.2,2026-03-03T07:37:00
LOT-2203,etch,ETCH-07,rf_power_forward,859.7371,828.0,872.0,2026-03-03T07:37:00
LOT-2203,etch,ETCH-07,gas_flow_cl2,118.4403,115.8,124.2,2026-03-03T07:37:00
LOT-2203,cvd,CVD-05,deposition_temp,398.9702,394.5,405.5,2026-03-03T08:54:00
LOT-2203,cvd,CVD-05,chamber_pressure,3.9647,3.79,4.21,2026-03-03T08:54:00
LOT-2203,cvd,CVD-05,rf_bias,246.783,240.0,260.0,2026-03-03T08:54:00
LOT-2203,cmp,CMP-03,head_downforce,3.4719,3.33,3.67,2026-03-03T09:39:00
LOT-2203,cmp,CMP-03,platen_rpm,75.432,72.9,77.1,2026-03-03T09:39:00
LOT-2203,cmp,CMP-03,slurry_flow_rate,180.7675,173.0,187.0,2026-03-03T09:39:00
LOT-2203,implant,IMP-02,beam_current,11.9532,11.58,12.42,2026-03-03T10:33:00
LOT-2203,implant,IMP-02,acceleration_energy,80.0171,78.2,81.8,2026-03-03T10:33:00
LOT-2203,implant,IMP-02,tilt_angle,6.9304,6.79,7.21,2026-03-03T10:33:00
LOT-2204,litho,LITHO-01,exposure_energy,24.8469,23.7,25.3,2026-03-03T06:20:00
LOT-2204,litho,LITHO-01,focus_offset,3.0907,-7.5,7.5,2026-03-03T06:20:00
LOT-2204,litho,LITHO-01,numerical_aperture,1.3521,1.339,1.361,2026-03-03T06:20:00
LOT-2204,etch,ETCH-07,chamber_pressure,16.1951,13.8,16.2,2026-03-03T07:26:00
LOT-2204,etch,ETCH-07,rf_power_forward,848.6866,828.0,872.0,2026-03-03T07:26:00
LOT-2204,etch,ETCH-07,gas_flow_cl2,121.479,115.8,124.2,2026-03-03T07:26:00
LOT-2204,cvd,CVD-02,deposition_temp,402.4053,394.5,405.5,2026-03-03T08:33:00
LOT-2204,cvd,CVD-02,chamber_pressure,4.0312,3.79,4.21,2026-03-03T08:33:00
LOT-2204,cvd,CVD-02,rf_bias,248.8913,240.0,260.0,2026-03-03T08:33:00
LOT-2204,cmp,CMP-03,head_downforce,3.4767,3.33,3.67,2026-03-03T09:19:00
LOT-2204,cmp,CMP-03,platen_rpm,74.61,72.9,77.1,2026-03-03T09:19:00
LOT-2204,cmp,CMP-03,slurry_flow_rate,180.9064,173.0,187.0,2026-03-03T09:19:00
LOT-2204,implant,IMP-02,beam_current,11.9366,11.58,12.42,2026-03-03T10:24:00
LOT-2204,implant,IMP-02,acceleration_energy,79.9604,78.2,81.8,2026-03-03T10:24:00
LOT-2204,implant,IMP-02,tilt_angle,7.0386,6.79,7.21,2026-03-03T10:24:00
LOT-2205,litho,LITHO-01,exposure_energy,24.3336,23.7,25.3,2026-03-04T07:58:00
LOT-2205,litho,LITHO-01,focus_offset,-1.6007,-7.5,7.5,2026-03-04T07:58:00
LOT-2205,litho,LITHO-01,numerical_aperture,1.3491,1.339,1.361,2026-03-04T07:58:00
LOT-2205,etch,ETCH-07,chamber_pressure,16.1739,13.8,16.2,2026-03-04T08:43:00
LOT-2205,etch,ETCH-07,rf_power_forward,859.8372,828.0,872.0,2026-03-04T08:43:00
LOT-2205,etch,ETCH-07,gas_flow_cl2,118.8857,115.8,124.2,2026-03-04T08:43:00
LOT-2205,cvd,CVD-04,deposition_temp,401.6521,394.5,405.5,2026-03-04T09:59:00
LOT-2205,cvd,CVD-04,chamber_pressure,3.9514,3.79,4.21,2026-03-04T09:59:00
LOT-2205,cvd,CVD-04,rf_bias,249.417,240.0,260.0,2026-03-04T09:59:00
LOT-2205,cmp,CMP-01,head_downforce,3.526,3.33,3.67,2026-03-04T10:50:00
LOT-2205,cmp,CMP-01,platen_rpm,75.6221,72.9,77.1,2026-03-04T10:50:00
LOT-2205,cmp,CMP-01,slurry_flow_rate,180.933,173.0,187.0,2026-03-04T10:50:00
LOT-2205,implant,IMP-03,beam_current,12.1854,11.58,12.42,2026-03-04T11:38:00
LOT-2205,implant,IMP-03,acceleration_energy,80.2091,78.2,81.8,2026-03-04T11:38:00
LOT-2205,implant,IMP-03,tilt_angle,6.9332,6.79,7.21,2026-03-04T11:38:00
LOT-2206,litho,LITHO-03,exposure_energy,24.7959,23.7,25.3,2026-03-03T01:19:00
LOT-2206,litho,LITHO-03,focus_offset,-0.3586,-7.5,7.5,2026-03-03T01:19:00
LOT-2206,litho,LITHO-03,numerical_aperture,1.352,1.339,1.361,2026-03-03T01:19:00
LOT-2206,etch,ETCH-07,chamber_pressure,16.4275,13.8,16.2,2026-03-03T02:11:00
LOT-2206,etch,ETCH-07,rf_power_forward,850.9255,828.0,872.0,2026-03-03T02:11:00
LOT-2206,etch,ETCH-07,gas_flow_cl2,120.0455,115.8,124.2,2026-03-03T02:11:00
LOT-2206,cvd,CVD-06,deposition_temp,397.9079,394.5,405.5,2026-03-03T03:11:00
LOT-2206,cvd,CVD-06,chamber_pressure,4.0072,3.79,4.21,2026-03-03T03:11:00
LOT-2206,cvd,CVD-06,rf_bias,250.5482,240.0,260.0,2026-03-03T03:11:00
LOT-2206,cmp,CMP-02,head_downforce,3.4464,3.33,3.67,2026-03-03T04:04:00
LOT-2206,cmp,CMP-02,platen_rpm,73.6834,72.9,77.1,2026-03-03T04:04:00
LOT-2206,cmp,CMP-02,slurry_flow_rate,180.2881,173.0,187.0,2026-03-03T04:04:00
LOT-2206,implant,IMP-01,beam_current,12.0797,11.58,12.42,2026-03-03T05:17:00
LOT-2206,implant,IMP-01,acceleration_energy,79.8215,78.2,81.8,2026-03-03T05:17:00
LOT-2206,implant,IMP-01,tilt_angle,6.9766,6.79,7.21,2026-03-03T05:17:00
LOT-2207,litho,LITHO-02,exposure_energy,24.4748,23.7,25.3,2026-03-03T11:05:00
LOT-2207,litho,LITHO-02,focus_offset,-0.7228,-7.5,7.5,2026-03-03T11:05:00
LOT-2207,litho,LITHO-02,numerical_aperture,1.3517,1.339,1.361,2026-03-03T11:05:00
LOT-2207,etch,ETCH-07,chamber_pressure,16.2755,13.8,16.2,2026-03-03T12:08:00
LOT-2207,etch,ETCH-07,rf_power_forward,848.4597,828.0,872.0,2026-03-03T12:08:00
LOT-2207,etch,ETCH-07,gas_flow_cl2,120.2495,115.8,124.2,2026-03-03T12:08:00
LOT-2207,cvd,CVD-05,deposition_temp,400.4006,394.5,405.5,2026-03-03T13:04:00
LOT-2207,cvd,CVD-05,chamber_pressure,3.9735,3.79,4.21,2026-03-03T13:04:00
LOT-2207,cvd,CVD-05,rf_bias,250.7713,240.0,260.0,2026-03-03T13:04:00
LOT-2207,cmp,CMP-01,head_downforce,3.4724,3.33,3.67,2026-03-03T14:17:00
LOT-2207,cmp,CMP-01,platen_rpm,75.4997,72.9,77.1,2026-03-03T14:17:00
LOT-2207,cmp,CMP-01,slurry_flow_rate,182.9548,173.0,187.0,2026-03-03T14:17:00
LOT-2207,implant,IMP-03,beam_current,12.0173,11.58,12.42,2026-03-03T15:13:00
LOT-2207,implant,IMP-03,acceleration_energy,80.0677,78.2,81.8,2026-03-03T15:13:00
LOT-2207,implant,IMP-03,tilt_angle,7.0125,6.79,7.21,2026-03-03T15:13:00
LOT-2208,litho,LITHO-02,exposure_energy,24.3918,23.7,25.3,2026-03-04T05:55:00
LOT-2208,litho,LITHO-02,focus_offset,-0.4318,-7.5,7.5,2026-03-04T05:55:00
LOT-2208,litho,LITHO-02,numerical_aperture,1.3471,1.339,1.361,2026-03-04T05:55:00
LOT-2208,etch,ETCH-07,chamber_pressure,16.3417,13.8,16.2,2026-03-04T07:07:00
LOT-2208,etch,ETCH-07,rf_power_forward,854.079,828.0,872.0,2026-03-04T07:07:00
LOT-2208,etch,ETCH-07,gas_flow_cl2,119.8999,115.8,124.2,2026-03-04T07:07:00
LOT-2208,cvd,CVD-04,deposition_temp,400.2051,394.5,405.5,2026-03-04T08:23:00
LOT-2208,cvd,CVD-04,chamber_pressure,4.0639,3.79,4.21,2026-03-04T08:23:00
LOT-2208,cvd,CVD-04,rf_bias,249.9668,240.0,260.0,2026-03-04T08:23:00
LOT-2208,cmp,CMP-02,head_downforce,3.5513,3.33,3.67,2026-03-04T09:35:00
LOT-2208,cmp,CMP-02,platen_rpm,75.5328,72.9,77.1,2026-03-04T09:35:00
LOT-2208,cmp,CMP-02,slurry_flow_rate,183.1491,173.0,187.0,2026-03-04T09:35:00
LOT-2208,implant,IMP-02,beam_current,12.0857,11.58,12.42,2026-03-04T10:23:00
LOT-2208,implant,IMP-02,acceleration_energy,80.2419,78.2,81.8,2026-03-04T10:23:00
LOT-2208,implant,IMP-02,tilt_angle,7.0392,6.79,7.21,2026-03-04T10:23:00
LOT-2209,litho,LITHO-02,exposure_energy,24.3532,23.7,25.3,2026-03-05T07:18:00
LOT-2209,litho,LITHO-02,focus_offset,2.4527,-7.5,7.5,2026-03-05T07:18:00
LOT-2209,litho,LITHO-02,numerical_aperture,1.348,1.339,1.361,2026-03-05T07:18:00
LOT-2209,etch,ETCH-07,chamber_pressure,16.2239,13.8,16.2,2026-03-05T08:35:00
LOT-2209,etch,ETCH-07,rf_power_forward,853.2666,828.0,872.0,2026-03-05T08:35:00
LOT-2209,etch,ETCH-07,gas_flow_cl2,119.7997,115.8,124.2,2026-03-05T08:35:00
LOT-2209,cvd,CVD-04,deposition_temp,400.2653,394.5,405.5,2026-03-05T09:35:00
LOT-2209,cvd,CVD-04,chamber_pressure,4.0993,3.79,4.21,2026-03-05T09:35:00
LOT-2209,cvd,CVD-04,rf_bias,246.7156,240.0,260.0,2026-03-05T09:35:00
LOT-2209,cmp,CMP-03,head_downforce,3.5133,3.33,3.67,2026-03-05T10:48:00
LOT-2209,cmp,CMP-03,platen_rpm,74.6703,72.9,77.1,2026-03-05T10:48:00
LOT-2209,cmp,CMP-03,slurry_flow_rate,176.0655,173.0,187.0,2026-03-05T10:48:00
LOT-2209,implant,IMP-02,beam_current,11.8242,11.58,12.42,2026-03-05T11:54:00
LOT-2209,implant,IMP-02,acceleration_energy,80.0153,78.2,81.8,2026-03-05T11:54:00
LOT-2209,implant,IMP-02,tilt_angle,7.0082,6.79,7.21,2026-03-05T11:54:00
LOT-2210,litho,LITHO-02,exposure_energy,24.7097,23.7,25.3,2026-03-04T16:50:00
LOT-2210,litho,LITHO-02,focus_offset,-4.6156,-7.5,7.5,2026-03-04T16:50:00
LOT-2210,litho,LITHO-02,numerical_aperture,1.3552,1.339,1.361,2026-03-04T16:50:00
LOT-2210,etch,ETCH-07,chamber_pressure,16.1743,13.8,16.2,2026-03-04T18:02:00
LOT-2210,etch,ETCH-07,rf_power_forward,851.6363,828.0,872.0,2026-03-04T18:02:00
LOT-2210,etch,ETCH-07,gas_flow_cl2,119.988,115.8,124.2,2026-03-04T18:02:00
LOT-2210,cvd,CVD-02,deposition_temp,399.3599,394.5,405.5,2026-03-04T18:51:00
LOT-2210,cvd,CVD-02,chamber_pressure,4.0616,3.79,4.21,2026-03-04T18:51:00
LOT-2210,cvd,CVD-02,rf_bias,251.106,240.0,260.0,2026-03-04T18:51:00
LOT-2210,cmp,CMP-02,head_downforce,3.5201,3.33,3.67,2026-03-04T20:06:00
LOT-2210,cmp,CMP-02,platen_rpm,75.1038,72.9,77.1,2026-03-04T20:06:00
LOT-2210,cmp,CMP-02,slurry_flow_rate,179.8443,173.0,187.0,2026-03-04T20:06:00
LOT-2210,implant,IMP-03,beam_current,11.9794,11.58,12.42,2026-03-04T21:14:00
LOT-2210,implant,IMP-03,acceleration_energy,79.446,78.2,81.8,2026-03-04T21:14:00
LOT-2210,implant,IMP-03,tilt_angle,7.0567,6.79,7.21,2026-03-04T21:14:00
LOT-2211,litho,LITHO-04,exposure_energy,24.257,23.7,25.3,2026-03-04T12:59:00
LOT-2211,litho,LITHO-04,focus_offset,-0.1165,-7.5,7.5,2026-03-04T12:59:00
LOT-2211,litho,LITHO-04,numerical_aperture,1.3419,1.339,1.361,2026-03-04T12:59:00
LOT-2211,etch,ETCH-07,chamber_pressure,16.1255,13.8,16.2,2026-03-04T13:47:00
LOT-2211,etch,ETCH-07,rf_power_forward,845.6331,828.0,872.0,2026-03-04T13:47:00
LOT-2211,etch,ETCH-07,gas_flow_cl2,120.3661,115.8,124.2,2026-03-04T13:47:00
LOT-2211,cvd,CVD-02,deposition_temp,401.9775,394.5,405.5,2026-03-04T14:53:00
LOT-2211,cvd,CVD-02,chamber_pressure,4.0096,3.79,4.21,2026-03-04T14:53:00
LOT-2211,cvd,CVD-02,rf_bias,250.7055,240.0,260.0,2026-03-04T14:53:00
LOT-2211,cmp,CMP-04,head_downforce,3.435,3.33,3.67,2026-03-04T16:03:00
LOT-2211,cmp,CMP-04,platen_rpm,74.0468,72.9,77.1,2026-03-04T16:03:00
LOT-2211,cmp,CMP-04,slurry_flow_rate,179.0876,173.0,187.0,2026-03-04T16:03:00
LOT-2211,implant,IMP-03,beam_current,12.1975,11.58,12.42,2026-03-04T16:50:00
LOT-2211,implant,IMP-03,acceleration_energy,80.0784,78.2,81.8,2026-03-04T16:50:00
LOT-2211,implant,IMP-03,tilt_angle,6.9866,6.79,7.21,2026-03-04T16:50:00
LOT-2212,litho,LITHO-02,exposure_energy,24.3746,23.7,25.3,2026-03-05T03:55:00
LOT-2212,litho,LITHO-02,focus_offset,-2.4125,-7.5,7.5,2026-03-05T03:55:00
LOT-2212,litho,LITHO-02,numerical_aperture,1.35,1.339,1.361,2026-03-05T03:55:00
LOT-2212,etch,ETCH-07,chamber_pressure,16.1569,13.8,16.2,2026-03-05T05:04:00
LOT-2212,etch,ETCH-07,rf_power_forward,850.8181,828.0,872.0,2026-03-05T05:04:00
LOT-2212,etch,ETCH-07,gas_flow_cl2,119.6236,115.8,124.2,2026-03-05T05:04:00
LOT-2212,cvd,CVD-06,deposition_temp,402.3241,394.5,405.5,2026-03-05T05:59:00
LOT-2212,cvd,CVD-06,chamber_pressure,3.9542,3.79,4.21,2026-03-05T05:59:00
LOT-2212,cvd,CVD-06,rf_bias,250.8915,240.0,260.0,2026-03-05T05:59:00
LOT-2212,cmp,CMP-02,head_downforce,3.4829,3.33,3.67,2026-03-05T06:45:00
LOT-2212,cmp,CMP-02,platen_rpm,74.1295,72.9,77.1,2026-03-05T06:45:00
LOT-2212,cmp,CMP-02,slurry_flow_rate,180.3143,173.0,187.0,2026-03-05T06:45:00
LOT-2212,implant,IMP-03,beam_current,12.098,11.58,12.42,2026-03-05T07:49:00
LOT-2212,implant,IMP-03,acceleration_energy,79.0763,78.2,81.8,2026-03-05T07:49:00
LOT-2212,implant,IMP-03,tilt_angle,6.9424,6.79,7.21,2026-03-05T07:49:00
LOT-2213,litho,LITHO-03,exposure_energy,24.853,23.7,25.3,2026-03-04T19:45:00
LOT-2213,litho,LITHO-03,focus_offset,-0.6895,-7.5,7.5,2026-03-04T19:45:00
LOT-2213,litho,LITHO-03,numerical_aperture,1.3505,1.339,1.361,2026-03-04T19:45:00
LOT-2213,etch,ETCH-07,chamber_pressure,16.3955,13.8,16.2,2026-03-04T20:53:00
LOT-2213,etch,ETCH-07,rf_power_forward,853.4862,828.0,872.0,2026-03-04T20:53:00
LOT-2213,etch,ETCH-07,gas_flow_cl2,120.4284,115.8,124.2,2026-03-04T20:53:00
LOT-2213,cvd,CVD-02,deposition_temp,397.5335,394.5,405.5,2026-03-04T22:02:00
LOT-2213,cvd,CVD-02,chamber_pressure,4.0062,3.79,4.21,2026-03-04T22:02:00
LOT-2213,cvd,CVD-02,rf_bias,246.4683,240.0,260.0,2026-03-04T22:02:00
LOT-2213,cmp,CMP-03,head_downforce,3.4433,3.33,3.67,2026-03-04T23:14:00
LOT-2213,cmp,CMP-03,platen_rpm,74.598,72.9,77.1,2026-03-04T23:14:00
LOT-2213,cmp,CMP-03,slurry_flow_rate,178.3713,173.0,187.0,2026-03-04T23:14:00
LOT-2213,implant,IMP-02,beam_current,11.8241,11.58,12.42,2026-03-05T00:16:00
LOT-2213,implant,IMP-02,acceleration_energy,79.4576,78.2,81.8,2026-03-05T00:16:00
LOT-2213,implant,IMP-02,tilt_angle,7.0655,6.79,7.21,2026-03-05T00:16:00
LOT-2214,litho,LITHO-01,exposure_energy,24.3368,23.7,25.3,2026-03-05T17:05:00
LOT-2214,litho,LITHO-01,focus_offset,0.0418,-7.5,7.5,2026-03-05T17:05:00
LOT-2214,litho,LITHO-01,numerical_aperture,1.3511,1.339,1.361,2026-03-05T17:05:00
LOT-2214,etch,ETCH-07,chamber_pressure,16.2155,13.8,16.2,2026-03-05T18:18:00
LOT-2214,etch,ETCH-07,rf_power_forward,854.8157,828.0,872.0,2026-03-05T18:18:00
LOT-2214,etch,ETCH-07,gas_flow_cl2,121.6965,115.8,124.2,2026-03-05T18:18:00
LOT-2214,cvd,CVD-05,deposition_temp,399.9903,394.5,405.5,2026-03-05T19:30:00
LOT-2214,cvd,CVD-05,chamber_pressure,4.0848,3.79,4.21,2026-03-05T19:30:00
LOT-2214,cvd,CVD-05,rf_bias,250.6561,240.0,260.0,2026-03-05T19:30:00
LOT-2214,cmp,CMP-04,head_downforce,3.4249,3.33,3.67,2026-03-05T20:48:00
LOT-2214,cmp,CMP-04,platen_rpm,75.3419,72.9,77.1,2026-03-05T20:48:00
LOT-2214,cmp,CMP-04,slurry_flow_rate,180.7478,173.0,187.0,2026-03-05T20:48:00
LOT-2214,implant,IMP-01,beam_current,11.8399,11.58,12.42,2026-03-05T22:07:00
LOT-2214,implant,IMP-01,acceleration_energy,79.8255,78.2,81.8,2026-03-05T22:07:00
LOT-2214,implant,IMP-01,tilt_angle,7.0552,6.79,7.21,2026-03-05T22:07:00
LOT-2215,litho,LITHO-02,exposure_energy,24.5396,23.7,25.3,2026-03-06T09:48:00
LOT-2215,litho,LITHO-02,focus_offset,-2.7805,-7.5,7.5,2026-03-06T09:48:00
LOT-2215,litho,LITHO-02,numerical_aperture,1.3525,1.339,1.361,2026-03-06T09:48:00
LOT-2215,etch,ETCH-07,chamber_pressure,16.1518,13.8,16.2,2026-03-06T10:44:00
LOT-2215,etch,ETCH-07,rf_power_forward,854.7848,828.0,872.0,2026-03-06T10:44:00
LOT-2215,etch,ETCH-07,gas_flow_cl2,119.0552,115.8,124.2,2026-03-06T10:44:00
LOT-2215,cvd,CVD-03,deposition_temp,399.2226,394.5,405.5,2026-03-06T11:46:00
LOT-2215,cvd,CVD-03,chamber_pressure,4.0222,3.79,4.21,2026-03-06T11:46:00
LOT-2215,cvd,CVD-03,rf_bias,250.7831,240.0,260.0,2026-03-06T11:46:00
LOT-2215,cmp,CMP-04,head_downforce,3.506,3.33,3.67,2026-03-06T12:46:00
LOT-2215,cmp,CMP-04,platen_rpm,75.218,72.9,77.1,2026-03-06T12:46:00
LOT-2215,cmp,CMP-04,slurry_flow_rate,179.7431,173.0,187.0,2026-03-06T12:46:00
LOT-2215,implant,IMP-01,beam_current,11.786,11.58,12.42,2026-03-06T13:37:00
LOT-2215,implant,IMP-01,acceleration_energy,80.0277,78.2,81.8,2026-03-06T13:37:00
LOT-2215,implant,IMP-01,tilt_angle,7.0023,6.79,7.21,2026-03-06T13:37:00
LOT-2216,litho,LITHO-04,exposure_energy,24.4364,23.7,25.3,2026-03-07T01:00:00
LOT-2216,litho,LITHO-04,focus_offset,-1.1454,-7.5,7.5,2026-03-07T01:00:00
LOT-2216,litho,LITHO-04,numerical_aperture,1.3526,1.339,1.361,2026-03-07T01:00:00
LOT-2216,etch,ETCH-07,chamber_pressure,16.28,13.8,16.2,2026-03-07T02:12:00
LOT-2216,etch,ETCH-07,rf_power_forward,852.342,828.0,872.0,2026-03-07T02:12:00
LOT-2216,etch,ETCH-07,gas_flow_cl2,119.3434,115.8,124.2,2026-03-07T02:12:00
LOT-2216,cvd,CVD-02,deposition_temp,401.9493,394.5,405.5,2026-03-07T03:30:00
LOT-2216,cvd,CVD-02,chamber_pressure,3.9652,3.79,4.21,2026-03-07T03:30:00
LOT-2216,cvd,CVD-02,rf_bias,250.7242,240.0,260.0,2026-03-07T03:30:00
LOT-2216,cmp,CMP-04,head_downforce,3.4932,3.33,3.67,2026-03-07T04:38:00
LOT-2216,cmp,CMP-04,platen_rpm,74.8747,72.9,77.1,2026-03-07T04:38:00
LOT-2216,cmp,CMP-04,slurry_flow_rate,181.033,173.0,187.0,2026-03-07T04:38:00
LOT-2216,implant,IMP-03,beam_current,12.0087,11.58,12.42,2026-03-07T05:32:00
LOT-2216,implant,IMP-03,acceleration_energy,80.7736,78.2,81.8,2026-03-07T05:32:00
LOT-2216,implant,IMP-03,tilt_angle,6.9565,6.79,7.21,2026-03-07T05:32:00
LOT-2220,litho,LITHO-03,exposure_energy,24.4936,23.7,25.3,2026-03-03T02:05:00
LOT-2220,litho,LITHO-03,focus_offset,7.8734,-7.5,7.5,2026-03-03T02:05:00
LOT-2220,litho,LITHO-03,numerical_aperture,1.3526,1.339,1.361,2026-03-03T02:05:00
LOT-2220,etch,ETCH-06,chamber_pressure,14.8014,13.8,16.2,2026-03-03T02:52:00
LOT-2220,etch,ETCH-06,rf_power_forward,850.4221,828.0,872.0,2026-03-03T02:52:00
LOT-2220,etch,ETCH-06,gas_flow_cl2,119.6105,115.8,124.2,2026-03-03T02:52:00
LOT-2220,cvd,CVD-02,deposition_temp,401.0679,394.5,405.5,2026-03-03T03:57:00
LOT-2220,cvd,CVD-02,chamber_pressure,3.9436,3.79,4.21,2026-03-03T03:57:00
LOT-2220,cvd,CVD-02,rf_bias,248.53,240.0,260.0,2026-03-03T03:57:00
LOT-2220,cmp,CMP-01,head_downforce,3.4728,3.33,3.67,2026-03-03T04:49:00
LOT-2220,cmp,CMP-01,platen_rpm,74.2683,72.9,77.1,2026-03-03T04:49:00
LOT-2220,cmp,CMP-01,slurry_flow_rate,180.7156,173.0,187.0,2026-03-03T04:49:00
LOT-2220,implant,IMP-01,beam_current,12.0395,11.58,12.42,2026-03-03T05:55:00
LOT-2220,implant,IMP-01,acceleration_energy,79.9187,78.2,81.8,2026-03-03T05:55:00
LOT-2220,implant,IMP-01,tilt_angle,6.995,6.79,7.21,2026-03-03T05:55:00
LOT-2221,litho,LITHO-03,exposure_energy,24.372,23.7,25.3,2026-03-02T16:52:00
LOT-2221,litho,LITHO-03,focus_offset,8.127,-7.5,7.5,2026-03-02T16:52:00
LOT-2221,litho,LITHO-03,numerical_aperture,1.347,1.339,1.361,2026-03-02T16:52:00
LOT-2221,etch,ETCH-01,chamber_pressure,14.9604,13.8,16.2,2026-03-02T18:07:00
LOT-2221,etch,ETCH-01,rf_power_forward,844.8164,828.0,872.0,2026-03-02T18:07:00
LOT-2221,etch,ETCH-01,gas_flow_cl2,120.3618,115.8,124.2,2026-03-02T18:07:00
LOT-2221,cvd,CVD-02,deposition_temp,398.4439,394.5,405.5,2026-03-02T19:00:00
LOT-2221,cvd,CVD-02,chamber_pressure,4.0359,3.79,4.21,2026-03-02T19:00:00
LOT-2221,cvd,CVD-02,rf_bias,250.9394,240.0,260.0,2026-03-02T19:00:00
LOT-2221,cmp,CMP-02,head_downforce,3.4871,3.33,3.67,2026-03-02T20:12:00
LOT-2221,cmp,CMP-02,platen_rpm,74.6036,72.9,77.1,2026-03-02T20:12:00
LOT-2221,cmp,CMP-02,slurry_flow_rate,180.77,173.0,187.0,2026-03-02T20:12:00
LOT-2221,implant,IMP-03,beam_current,12.0238,11.58,12.42,2026-03-02T21:04:00
LOT-2221,implant,IMP-03,acceleration_energy,80.2771,78.2,81.8,2026-03-02T21:04:00
LOT-2221,implant,IMP-03,tilt_angle,6.9314,6.79,7.21,2026-03-02T21:04:00
LOT-2222,litho,LITHO-03,exposure_energy,24.6869,23.7,25.3,2026-03-02T18:59:00
LOT-2222,litho,LITHO-03,focus_offset,9.0944,-7.5,7.5,2026-03-02T18:59:00
LOT-2222,litho,LITHO-03,numerical_aperture,1.3467,1.339,1.361,2026-03-02T18:59:00
LOT-2222,etch,ETCH-08,chamber_pressure,14.8425,13.8,16.2,2026-03-02T19:47:00
LOT-2222,etch,ETCH-08,rf_power_forward,840.8045,828.0,872.0,2026-03-02T19:47:00
LOT-2222,etch,ETCH-08,gas_flow_cl2,119.4713,115.8,124.2,2026-03-02T19:47:00
LOT-2222,cvd,CVD-04,deposition_temp,401.522,394.5,405.5,2026-03-02T20:45:00
LOT-2222,cvd,CVD-04,chamber_pressure,3.9625,3.79,4.21,2026-03-02T20:45:00
LOT-2222,cvd,CVD-04,rf_bias,250.953,240.0,260.0,2026-03-02T20:45:00
LOT-2222,cmp,CMP-04,head_downforce,3.4679,3.33,3.67,2026-03-02T21:31:00
LOT-2222,cmp,CMP-04,platen_rpm,75.2053,72.9,77.1,2026-03-02T21:31:00
LOT-2222,cmp,CMP-04,slurry_flow_rate,180.0552,173.0,187.0,2026-03-02T21:31:00
LOT-2222,implant,IMP-01,beam_current,12.0274,11.58,12.42,2026-03-02T22:43:00
LOT-2222,implant,IMP-01,acceleration_energy,79.5718,78.2,81.8,2026-03-02T22:43:00
LOT-2222,implant,IMP-01,tilt_angle,6.8939,6.79,7.21,2026-03-02T22:43:00
LOT-2223,litho,LITHO-03,exposure_energy,24.2207,23.7,25.3,2026-03-02T12:51:00
LOT-2223,litho,LITHO-03,focus_offset,7.9343,-7.5,7.5,2026-03-02T12:51:00
LOT-2223,litho,LITHO-03,numerical_aperture,1.3494,1.339,1.361,2026-03-02T12:51:00
LOT-2223,etch,ETCH-01,chamber_pressure,14.7582,13.8,16.2,2026-03-02T13:53:00
LOT-2223,etch,ETCH-01,rf_power_forward,846.929,828.0,872.0,2026-03-02T13:53:00
LOT-2223,etch,ETCH-01,gas_flow_cl2,119.8735,115.8,124.2,2026-03-02T13:53:00
LOT-2223,cvd,CVD-04,deposition_temp,402.7778,394.5,405.5,2026-03-02T15:07:00
LOT-2223,cvd,CVD-04,chamber_pressure,4.0651,3.79,4.21,2026-03-02T15:07:00
LOT-2223,cvd,CVD-04,rf_bias,251.66,240.0,260.0,2026-03-02T15:07:00
LOT-2223,cmp,CMP-03,head_downforce,3.5408,3.33,3.67,2026-03-02T16:15:00
LOT-2223,cmp,CMP-03,platen_rpm,75.1706,72.9,77.1,2026-03-02T16:15:00
LOT-2223,cmp,CMP-03,slurry_flow_rate,181.2651,173.0,187.0,2026-03-02T16:15:00
LOT-2223,implant,IMP-02,beam_current,11.8809,11.58,12.42,2026-03-02T17:17:00
LOT-2223,implant,IMP-02,acceleration_energy,81.3514,78.2,81.8,2026-03-02T17:17:00
LOT-2223,implant,IMP-02,tilt_angle,7.0534,6.79,7.21,2026-03-02T17:17:00
LOT-2224,litho,LITHO-03,exposure_energy,24.5977,23.7,25.3,2026-03-03T11:14:00
LOT-2224,litho,LITHO-03,focus_offset,7.9474,-7.5,7.5,2026-03-03T11:14:00
LOT-2224,litho,LITHO-03,numerical_aperture,1.3538,1.339,1.361,2026-03-03T11:14:00
LOT-2224,etch,ETCH-05,chamber_pressure,14.9042,13.8,16.2,2026-03-03T12:30:00
LOT-2224,etch,ETCH-05,rf_power_forward,850.7798,828.0,872.0,2026-03-03T12:30:00
LOT-2224,etch,ETCH-05,gas_flow_cl2,119.3148,115.8,124.2,2026-03-03T12:30:00
LOT-2224,cvd,CVD-04,deposition_temp,400.9099,394.5,405.5,2026-03-03T13:22:00
LOT-2224,cvd,CVD-04,chamber_pressure,4.0042,3.79,4.21,2026-03-03T13:22:00
